address,street,huisnr1,huisnr2,busnr,postcode,district,source_row_count,aard_summary,oldest_opnamedatum,search_query,status,confidence,best_score,organization_name_candidate,kbo_numbers,generic_emails,social_links,source_urls,source_titles,notes
"Duinstraat 10-12, 2060 Antwerpen",DUINSTRAAT,10,12,,2060,Antwerpen,6,woning:4; gebouw:2,2014/10/23 00:00:00+00,"""Duinstraat 10"" ""2060"" ""Antwerpen""",geen_betrouwbare_digitale_match,middel,75,,,,,,,
"Gasstraat 104, 2060 Antwerpen",GASSTRAAT,104,,,2060,Antwerpen,7,woning:7,2019/06/28 00:00:00+00,"""Gasstraat 104"" ""2060"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Elsenstraat 13, 2170 Merksem",ELSENSTRAAT,13,,,2170,Merksem,1,woning:1,2024/05/21 00:00:00+00,"""Elsenstraat 13"" ""2170"" ""Merksem""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Laarbekestraat 17, 2170 Merksem",LAARBEKESTRAAT,17,,,2170,Merksem,1,woning:1,2020/01/13 00:00:00+00,"""Laarbekestraat 17"" ""2170"" ""Merksem""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Breydelstraat 10, 2018 Antwerpen",BREYDELSTRAAT,10,,,2018,Antwerpen,1,woning:1,2022/05/18 00:00:00+00,"""Breydelstraat 10"" ""2018"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Beatrijslaan 3, 2050 Antwerpen",BEATRIJSLAAN,3,,,2050,Antwerpen,1,woning:1,2025/01/09 00:00:00+00,"""Beatrijslaan 3"" ""2050"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Viséstraat 50-1, 2060 Antwerpen",VISÉSTRAAT,50,1,,2060,Antwerpen,1,woning:1,2025/07/22 00:00:00+00,"""Viséstraat 50"" ""2060"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Viséstraat 50-101, 2060 Antwerpen",VISÉSTRAAT,50,101,,2060,Antwerpen,1,woning:1,2025/07/22 00:00:00+00,"""Viséstraat 50"" ""2060"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,20,,,,,,,
"Limburgstraat 50, 2020 Antwerpen",LIMBURGSTRAAT,50,,,2020,Antwerpen,1,woning:1,2025/10/20 00:00:00+00,"""Limburgstraat 50"" ""2020"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Jan Moorkensstraat 6, 2600 Berchem",JAN MOORKENSSTRAAT,6,,,2600,Berchem,1,woning:1,2023/07/13 00:00:00+00,"""Jan Moorkensstraat 6"" ""2600"" ""Berchem""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Trapstraat 42, 2060 Antwerpen",TRAPSTRAAT,42,,,2060,Antwerpen,4,woning:4,2023/10/03 00:00:00+00,"""Trapstraat 42"" ""2060"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Sneeuwbeslaan 7, 2610 Wilrijk",SNEEUWBESLAAN,7,,,2610,Wilrijk,5,woning:5,2022/11/24 00:00:00+00,"""Sneeuwbeslaan 7"" ""2610"" ""Wilrijk""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Pierenbergstraat 17, 2020 Antwerpen",PIERENBERGSTRAAT,17,,,2020,Antwerpen,1,gebouw:1,2014/06/23 00:00:00+00,"""Pierenbergstraat 17"" ""2020"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Beekstraat 24, 2140 Borgerhout",BEEKSTRAAT,24,,,2140,Borgerhout,1,woning:1,2015/06/12 00:00:00+00,"""Beekstraat 24"" ""2140"" ""Borgerhout""",geen_betrouwbare_digitale_match,geen,35,,,,,,,
"Lange Beeldekensstraat 164, 2060 Antwerpen",LANGE BEELDEKENSSTRAAT,164,,,2060,Antwerpen,1,gebouw:1,2022/09/13 00:00:00+00,"""Lange Beeldekensstraat 164"" ""2060"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Leysstraat 20-26, 2000 Antwerpen",LEYSSTRAAT,20,26,,2000,Antwerpen,5,woning:5,2020/02/19 00:00:00+00,"""Leysstraat 20"" ""2000"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,15,,,,,,,
"Lange Noordstraat 33, 2000 Antwerpen",LANGE NOORDSTRAAT,33,,,2000,Antwerpen,1,gebouw:1,2014/05/22 00:00:00+00,"""Lange Noordstraat 33"" ""2000"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Terlostraat 8, 2140 Borgerhout",TERLOSTRAAT,8,,,2140,Borgerhout,1,woning:1,2022/02/02 00:00:00+00,"""Terlostraat 8"" ""2140"" ""Borgerhout""",geen_betrouwbare_digitale_match,laag,55,,,,,,,
"Schuttershofstraat 36, 2000 Antwerpen",SCHUTTERSHOFSTRAAT,36,,,2000,Antwerpen,1,gebouw:1,2025/09/09 00:00:00+00,"""Schuttershofstraat 36"" ""2000"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Statiestraat 33, 2018 Antwerpen",STATIESTRAAT,33,,,2018,Antwerpen,1,gebouw:1,2010/01/01 00:00:00+00,"""Statiestraat 33"" ""2018"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Ferdinand Verbieststraat 77, 2180 Ekeren",FERDINAND VERBIESTSTRAAT,77,,,2180,Ekeren,1,gebouw:1,2024/04/12 00:00:00+00,"""Ferdinand Verbieststraat 77"" ""2180"" ""Ekeren""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Sint-Bartholomeusstraat 7, 2170 Merksem",SINT-BARTHOLOMEUSSTRAAT,7,,,2170,Merksem,1,gebouw:1,2022/10/18 00:00:00+00,"""Sint-Bartholomeusstraat 7"" ""2170"" ""Merksem""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Van Eycklei 27, 2018 Antwerpen",VAN EYCKLEI,27,,,2018,Antwerpen,1,woning:1,2020/07/28 00:00:00+00,"""Van Eycklei 27"" ""2018"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Bosstraat 19, 2040 Bezali",BOSSTRAAT,19,,,2040,Bezali,1,woning:1,2025/01/16 00:00:00+00,"""Bosstraat 19"" ""2040"" ""Bezali""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Grote Markt 31, 2000 Antwerpen",GROTE MARKT,31,,,2000,Antwerpen,4,woning:3; gebouw:1,2014/04/24 00:00:00+00,"""Grote Markt 31"" ""2000"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Bredabaan 138, 2170 Merksem",BREDABAAN,138,,,2170,Merksem,1,woning:1,2025/10/29 00:00:00+00,"""Bredabaan 138"" ""2170"" ""Merksem""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Bolwerkstraat 3, 2018 Antwerpen",BOLWERKSTRAAT,3,,,2018,Antwerpen,1,woning:1,2025/04/16 00:00:00+00,"""Bolwerkstraat 3"" ""2018"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,20,,,,,,,
"Paardenmarkt 51, 2000 Antwerpen",PAARDENMARKT,51,,,2000,Antwerpen,1,gebouw:1,2022/11/16 00:00:00+00,"""Paardenmarkt 51"" ""2000"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Valkenputstraat 80, 2600 Berchem",VALKENPUTSTRAAT,80,,,2600,Berchem,1,woning:1,2026/02/09 00:00:00+00,"""Valkenputstraat 80"" ""2600"" ""Berchem""",geen_betrouwbare_digitale_match,geen,20,,,,,,,
"Simonsstraat 14, 2018 Antwerpen",SIMONSSTRAAT,14,,,2018,Antwerpen,1,gebouw:1,2023/09/11 00:00:00+00,"""Simonsstraat 14"" ""2018"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,30,,,,,,,
"Boerhaavestraat 69, 2060 Antwerpen",BOERHAAVESTRAAT,69,,,2060,Antwerpen,1,woning:1,2025/03/12 00:00:00+00,"""Boerhaavestraat 69"" ""2060"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Frankrijklei 29, 2000 Antwerpen",FRANKRIJKLEI,29,,,2000,Antwerpen,1,gebouw:1,2026/02/02 00:00:00+00,"""Frankrijklei 29"" ""2000"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Mellaertsstraat 18, 2140 Borgerhout",MELLAERTSSTRAAT,18,,,2140,Borgerhout,3,woning:3,2017/04/21 00:00:00+00,"""Mellaertsstraat 18"" ""2140"" ""Borgerhout""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Britselei 76-401, 2000 Antwerpen",BRITSELEI,76,401,,2000,Antwerpen,1,woning:1,2025/03/28 00:00:00+00,"""Britselei 76"" ""2000"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,5,,,,,,,
"Franciscanenstraat 3, 2040 Bezali",FRANCISCANENSTRAAT,3,,,2040,Bezali,1,woning:1,2025/02/20 00:00:00+00,"""Franciscanenstraat 3"" ""2040"" ""Bezali""",geen_betrouwbare_digitale_match,geen,5,,,,,,,
"Herentalsebaan 84-86, 2100 Deurne",HERENTALSEBAAN,84,86,,2100,Deurne,1,gebouw:1,2015/06/12 00:00:00+00,"""Herentalsebaan 84"" ""2100"" ""Deurne""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Valkenputstraat 61, 2600 Berchem",VALKENPUTSTRAAT,61,,,2600,Berchem,1,woning:1,2025/06/17 00:00:00+00,"""Valkenputstraat 61"" ""2600"" ""Berchem""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Meeuwenhoflei 84, 2100 Deurne",MEEUWENHOFLEI,84,,,2100,Deurne,1,woning:1,2024/07/23 00:00:00+00,"""Meeuwenhoflei 84"" ""2100"" ""Deurne""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Kapelstraat 171-173, 2660 Hoboken",KAPELSTRAAT,171,173,,2660,Hoboken,1,gebouw:1,2021/08/19 00:00:00+00,"""Kapelstraat 171"" ""2660"" ""Hoboken""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Sint-Elisabethstraat 33, 2060 Antwerpen",SINT-ELISABETHSTRAAT,33,,,2060,Antwerpen,1,gebouw:1,2019/08/27 00:00:00+00,"""Sint-Elisabethstraat 33"" ""2060"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Bredastraat 12, 2060 Antwerpen",BREDASTRAAT,12,,,2060,Antwerpen,1,woning:1,2022/08/10 00:00:00+00,"""Bredastraat 12"" ""2060"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Lange Nieuwstraat 6, 2000 Antwerpen",LANGE NIEUWSTRAAT,6,,,2000,Antwerpen,1,gebouw:1,2018/07/16 00:00:00+00,"""Lange Nieuwstraat 6"" ""2000"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Wipstraat 29, 2018 Antwerpen",WIPSTRAAT,29,,,2018,Antwerpen,3,woning:3,2023/10/02 00:00:00+00,"""Wipstraat 29"" ""2018"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Schoenstraat 22, 2140 Borgerhout",SCHOENSTRAAT,22,,,2140,Borgerhout,1,woning:1,2022/08/09 00:00:00+00,"""Schoenstraat 22"" ""2140"" ""Borgerhout""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Kistemaeckersstraat 34, 2140 Borgerhout",KISTEMAECKERSSTRAAT,34,,,2140,Borgerhout,1,woning:1,2025/06/18 00:00:00+00,"""Kistemaeckersstraat 34"" ""2140"" ""Borgerhout""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Bikschotelaan 9, 2600 Berchem",BIKSCHOTELAAN,9,,,2600,Berchem,1,woning:1,2025/08/05 00:00:00+00,"""Bikschotelaan 9"" ""2600"" ""Berchem""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Vleerakkerstraat 29-31, 2100 Deurne",VLEERAKKERSTRAAT,29,31,,2100,Deurne,1,woning:1,2021/05/12 00:00:00+00,"""Vleerakkerstraat 29"" ""2100"" ""Deurne""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Statiestraat 43-45, 2600 Berchem",STATIESTRAAT,43,45,,2600,Berchem,1,gebouw:1,2026/01/19 00:00:00+00,"""Statiestraat 43"" ""2600"" ""Berchem""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Professor Van Den Wildenberglaan 2, 2100 Deurne",PROFESSOR VAN DEN WILDENBERGLAAN,2,,,2100,Deurne,1,gebouw:1,2021/05/12 00:00:00+00,"""Professor Van Den Wildenberglaan 2"" ""2100"" ""Deurne""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Lange Leemstraat 80, 2018 Antwerpen",LANGE LEEMSTRAAT,80,,,2018,Antwerpen,1,gebouw:1,2017/01/30 00:00:00+00,"""Lange Leemstraat 80"" ""2018"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Ankerrui 44 bus 101, 2000 Antwerpen",ANKERRUI,44,,101,2000,Antwerpen,1,woning:1,2025/01/17 00:00:00+00,"""Ankerrui 44"" ""2000"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Lodewijk Gerritslaan 10, 2600 Berchem",LODEWIJK GERRITSLAAN,10,,,2600,Berchem,1,woning:1,2024/10/21 00:00:00+00,"""Lodewijk Gerritslaan 10"" ""2600"" ""Berchem""",geen_betrouwbare_digitale_match,geen,5,,,,,,,
"Franklin Rooseveltplaats 5 bus 27, 2060 Antwerpen",FRANKLIN ROOSEVELTPLAATS,5,,27,2060,Antwerpen,1,woning:1,2022/03/30 00:00:00+00,"""Franklin Rooseveltplaats 5"" ""2060"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Franklin Rooseveltplaats 5, 2060 Antwerpen",FRANKLIN ROOSEVELTPLAATS,5,,,2060,Antwerpen,1,gebouw:1,2023/07/17 00:00:00+00,"""Franklin Rooseveltplaats 5"" ""2060"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Plantin En Moretuslei 85, 2018 Antwerpen",PLANTIN EN MORETUSLEI,85,,,2018,Antwerpen,1,gebouw:1,2023/10/25 00:00:00+00,"""Plantin En Moretuslei 85"" ""2018"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Rodekruislaan 4 bus 42, 2600 Berchem",RODEKRUISLAAN,4,,42,2600,Berchem,1,woning:1,2021/02/12 00:00:00+00,"""Rodekruislaan 4"" ""2600"" ""Berchem""",geen_betrouwbare_digitale_match,middel,75,,,,,https://www.realo.be/nl/search/appartement/te-koop/berchem-2600/rodekruislaan,"Appartementen te koop in Rodekruislaan, Gitschotel, Berchem (2600 )",
"Saucierstraat 4, 2000 Antwerpen",SAUCIERSTRAAT,4,,,2000,Antwerpen,1,gebouw:1,2020/07/23 00:00:00+00,"""Saucierstraat 4"" ""2000"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"De Robianostraat 49, 2150 Borsbeek",DE ROBIANOSTRAAT,49,,,2150,Borsbeek,1,woning:1,2023/03/02 00:00:00+00,"""De Robianostraat 49"" ""2150"" ""Borsbeek""",geen_betrouwbare_digitale_match,geen,5,,,,,,,
"De Robianostraat 49 bus 1, 2150 Borsbeek",DE ROBIANOSTRAAT,49,,1,2150,Borsbeek,1,woning:1,2023/03/02 00:00:00+00,"""De Robianostraat 49"" ""2150"" ""Borsbeek""",geen_betrouwbare_digitale_match,geen,5,,,,,,,
"De Robianostraat 49 bus 2, 2150 Borsbeek",DE ROBIANOSTRAAT,49,,2,2150,Borsbeek,1,woning:1,2023/03/02 00:00:00+00,"""De Robianostraat 49"" ""2150"" ""Borsbeek""",geen_betrouwbare_digitale_match,geen,5,,,,,,,
"Krugerstraat 65, 2660 Hoboken",KRUGERSTRAAT,65,,,2660,Hoboken,2,woning:2,2022/10/13 00:00:00+00,"""Krugerstraat 65"" ""2660"" ""Hoboken""",geen_betrouwbare_digitale_match,geen,5,,,,,,,
"Driekoningenstraat 86-88, 2600 Berchem",DRIEKONINGENSTRAAT,86,88,,2600,Berchem,1,gebouw:1,2017/03/14 00:00:00+00,"""Driekoningenstraat 86"" ""2600"" ""Berchem""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Italiëlei 110, 2000 Antwerpen",ITALIËLEI,110,,,2000,Antwerpen,1,woning:1,2020/10/12 00:00:00+00,"""Italiëlei 110"" ""2000"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,5,,,,,,,
"Van Stralenstraat 86, 2060 Antwerpen",VAN STRALENSTRAAT,86,,,2060,Antwerpen,4,woning:3; gebouw:1,2024/02/12 00:00:00+00,"""Van Stralenstraat 86"" ""2060"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Herentalsebaan 178-101, 2100 Deurne",HERENTALSEBAAN,178,101,,2100,Deurne,1,woning:1,2024/02/12 00:00:00+00,"""Herentalsebaan 178"" ""2100"" ""Deurne""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Herentalsebaan 178-201, 2100 Deurne",HERENTALSEBAAN,178,201,,2100,Deurne,1,woning:1,2024/02/12 00:00:00+00,"""Herentalsebaan 178"" ""2100"" ""Deurne""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Cuylitsstraat 39, 2018 Antwerpen",CUYLITSSTRAAT,39,,,2018,Antwerpen,1,woning:1,2024/08/02 00:00:00+00,"""Cuylitsstraat 39"" ""2018"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Lamorinièrestraat 149, 2018 Antwerpen",LAMORINIÈRESTRAAT,149,,,2018,Antwerpen,1,woning:1,2023/12/01 00:00:00+00,"""Lamorinièrestraat 149"" ""2018"" ""Antwerpen""",geen_betrouwbare_digitale_match,middel,75,,,,,,,
"Pierebeekstraat 34, 2610 Wilrijk",PIEREBEEKSTRAAT,34,,,2610,Wilrijk,1,woning:1,2022/03/22 00:00:00+00,"""Pierebeekstraat 34"" ""2610"" ""Wilrijk""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"De Bruynlaan 179, 2660 Hoboken",DE BRUYNLAAN,179,,,2660,Hoboken,1,gebouw:1,2021/03/08 00:00:00+00,"""De Bruynlaan 179"" ""2660"" ""Hoboken""",geen_betrouwbare_digitale_match,geen,5,,,,,,,
"Floraliënlaan 93, 2020 Antwerpen",FLORALIËNLAAN,93,,,2020,Antwerpen,1,woning:1,2014/06/23 00:00:00+00,"""Floraliënlaan 93"" ""2020"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Orteliuskaai 2 bus 13, 2000 Antwerpen",ORTELIUSKAAI,2,,13,2000,Antwerpen,1,woning:1,2018/09/04 00:00:00+00,"""Orteliuskaai 2"" ""2000"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,20,,,,,,,
"Sint-Katelijnevest 7, 2000 Antwerpen",SINT-KATELIJNEVEST,7,,,2000,Antwerpen,1,gebouw:1,2022/05/10 00:00:00+00,"""Sint-Katelijnevest 7"" ""2000"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Camille Huysmanslaan 40, 2020 Antwerpen",CAMILLE HUYSMANSLAAN,40,,,2020,Antwerpen,1,gebouw:1,2021/05/20 00:00:00+00,"""Camille Huysmanslaan 40"" ""2020"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Saucierstraat 5-2, 2000 Antwerpen",SAUCIERSTRAAT,5,2,,2000,Antwerpen,1,woning:1,2025/09/17 00:00:00+00,"""Saucierstraat 5"" ""2000"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,20,,,,,,,
"Lange Koepoortstraat 8, 2000 Antwerpen",LANGE KOEPOORTSTRAAT,8,,,2000,Antwerpen,1,gebouw:1,2018/06/26 00:00:00+00,"""Lange Koepoortstraat 8"" ""2000"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Van Roiestraat 79, 2170 Merksem",VAN ROIESTRAAT,79,,,2170,Merksem,1,woning:1,2025/03/13 00:00:00+00,"""Van Roiestraat 79"" ""2170"" ""Merksem""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Gemeentestraat 10, 2060 Antwerpen",GEMEENTESTRAAT,10,,,2060,Antwerpen,3,woning:2; gebouw:1,2016/06/27 00:00:00+00,"""Gemeentestraat 10"" ""2060"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,20,,,,,,,
"Grammestraat 12, 2660 Hoboken",GRAMMESTRAAT,12,,,2660,Hoboken,1,woning:1,2022/06/01 00:00:00+00,"""Grammestraat 12"" ""2660"" ""Hoboken""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Zeevaartstraat 5, 2000 Antwerpen",ZEEVAARTSTRAAT,5,,,2000,Antwerpen,1,gebouw:1,2017/06/30 00:00:00+00,"""Zeevaartstraat 5"" ""2000"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,5,,,,,,,
"Ommeganckstraat 2, 2018 Antwerpen",OMMEGANCKSTRAAT,2,,,2018,Antwerpen,3,gebouw:2; woning:1,2018/11/28 00:00:00+00,"""Ommeganckstraat 2"" ""2018"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Minderbroedersrui 37, 2000 Antwerpen",MINDERBROEDERSRUI,37,,,2000,Antwerpen,1,gebouw:1,2022/03/09 00:00:00+00,"""Minderbroedersrui 37"" ""2000"" ""Antwerpen""",geen_betrouwbare_digitale_match,laag,55,,,,,,,
"Lange Kievitstraat 36-38, 2018 Antwerpen",LANGE KIEVITSTRAAT,36,38,,2018,Antwerpen,2,gebouw:2,2019/08/01 00:00:00+00,"""Lange Kievitstraat 36"" ""2018"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Somersstraat 12, 2018 Antwerpen",SOMERSSTRAAT,12,,,2018,Antwerpen,2,woning:1; gebouw:1,2020/06/24 00:00:00+00,"""Somersstraat 12"" ""2018"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Kroonstraat 134, 2140 Borgerhout",KROONSTRAAT,134,,,2140,Borgerhout,1,woning:1,2020/10/22 00:00:00+00,"""Kroonstraat 134"" ""2140"" ""Borgerhout""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Eethuisstraat 126, 2170 Merksem",EETHUISSTRAAT,126,,,2170,Merksem,1,woning:1,2017/07/06 00:00:00+00,"""Eethuisstraat 126"" ""2170"" ""Merksem""",geen_betrouwbare_digitale_match,geen,5,,,,,,,
"Valkenputstraat 84, 2600 Berchem",VALKENPUTSTRAAT,84,,,2600,Berchem,1,woning:1,2025/07/22 00:00:00+00,"""Valkenputstraat 84"" ""2600"" ""Berchem""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Dassastraat 102, 2100 Deurne",DASSASTRAAT,102,,,2100,Deurne,1,woning:1,2019/03/19 00:00:00+00,"""Dassastraat 102"" ""2100"" ""Deurne""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Wiegstraat 16, 2000 Antwerpen",WIEGSTRAAT,16,,,2000,Antwerpen,1,gebouw:1,2019/05/22 00:00:00+00,"""Wiegstraat 16"" ""2000"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Ijzerlaan 53, 2060 Antwerpen",IJZERLAAN,53,,,2060,Antwerpen,1,woning:1,2021/08/19 00:00:00+00,"""Ijzerlaan 53"" ""2060"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Statiestraat 126, 2600 Berchem",STATIESTRAAT,126,,,2600,Berchem,1,woning:1,2025/05/22 00:00:00+00,"""Statiestraat 126"" ""2600"" ""Berchem""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Frankrijklei 138, 2000 Antwerpen",FRANKRIJKLEI,138,,,2000,Antwerpen,1,gebouw:1,2019/06/13 00:00:00+00,"""Frankrijklei 138"" ""2000"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Van Immerseelstraat 7, 2018 Antwerpen",VAN IMMERSEELSTRAAT,7,,,2018,Antwerpen,1,gebouw:1,2024/05/14 00:00:00+00,"""Van Immerseelstraat 7"" ""2018"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Heldenplein 19-201, 2610 Wilrijk",HELDENPLEIN,19,201,,2610,Wilrijk,1,woning:1,2026/01/29 00:00:00+00,"""Heldenplein 19"" ""2610"" ""Wilrijk""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Oudekerkstraat 18, 2018 Antwerpen",OUDEKERKSTRAAT,18,,,2018,Antwerpen,1,woning:1,2019/01/25 00:00:00+00,"""Oudekerkstraat 18"" ""2018"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,30,,,,,,,
"Kapelstraat 44, 2660 Hoboken",KAPELSTRAAT,44,,,2660,Hoboken,1,gebouw:1,2021/06/28 00:00:00+00,"""Kapelstraat 44"" ""2660"" ""Hoboken""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Sint-Sebastiaanstraat 74, 2610 Wilrijk",SINT-SEBASTIAANSTRAAT,74,,,2610,Wilrijk,1,woning:1,2025/03/27 00:00:00+00,"""Sint-Sebastiaanstraat 74"" ""2610"" ""Wilrijk""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Lakborslei 2, 2100 Deurne",LAKBORSLEI,2,,,2100,Deurne,1,gebouw:1,2018/03/06 00:00:00+00,"""Lakborslei 2"" ""2100"" ""Deurne""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Eethuisstraat 44, 2170 Merksem",EETHUISSTRAAT,44,,,2170,Merksem,1,woning:1,2026/01/30 00:00:00+00,"""Eethuisstraat 44"" ""2170"" ""Merksem""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Eethuisstraat 44-2, 2170 Merksem",EETHUISSTRAAT,44,2,,2170,Merksem,1,woning:1,2026/01/30 00:00:00+00,"""Eethuisstraat 44"" ""2170"" ""Merksem""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Tweegezusterslaan 27, 2100 Deurne",TWEEGEZUSTERSLAAN,27,,,2100,Deurne,1,woning:1,2023/08/23 00:00:00+00,"""Tweegezusterslaan 27"" ""2100"" ""Deurne""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Antoon Van Dyckstraat 67 bus 102, 2018 Antwerpen",ANTOON VAN DYCKSTRAAT,67,,102,2018,Antwerpen,1,woning:1,2025/03/03 00:00:00+00,"""Antoon Van Dyckstraat 67"" ""2018"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Driekoningenstraat 47, 2600 Berchem",DRIEKONINGENSTRAAT,47,,,2600,Berchem,1,gebouw:1,2026/01/19 00:00:00+00,"""Driekoningenstraat 47"" ""2600"" ""Berchem""",geen_betrouwbare_digitale_match,geen,0,,,,,,,
"Tweemontstraat 186, 2100 Deurne",TWEEMONTSTRAAT,186,,,2100,Deurne,1,woning:1,2021/04/27 00:00:00+00,"""Tweemontstraat 186"" ""2100"" ""Deurne""",geen_betrouwbare_digitale_match,laag,45,,,,,,,
"Sint-Paulusplaats 15, 2000 Antwerpen",SINT-PAULUSPLAATS,15,,,2000,Antwerpen,4,woning:2; gebouw:2,2018/11/26 00:00:00+00,"""Sint-Paulusplaats 15"" ""2000"" ""Antwerpen""",geen_betrouwbare_digitale_match,geen,20,,,,,,,
